,fecha,producto,categoria,cantidad,precio_unitario,total,metodo_pago,es_outlier,cantidad_log
29,2024-07-31,Helado familiar,Lácteos,1,4.0,4.0,Transferencia,False,0.6931471805599453
32,2023-06-09,Leche entera,Lácteos,2,1.2,2.4,Tarjeta débito,False,1.0986122886681098
33,2024-06-07,Refresco 2L,Bebidas,4,1.1,4.4,Tarjeta crédito,False,1.6094379124341003
34,2023-12-20,Carne molida,Carnes,2,5.8,11.6,Efectivo,False,1.0986122886681098
35,2023-11-24,Refresco 2L,Bebidas,4,1.1,4.4,Tarjeta débito,False,1.6094379124341003
36,2023-09-08,Yogurt natural,Lácteos,1,0.9,0.9,Tarjeta débito,False,0.6931471805599453
37,2024-08-02,Pollo entero,Carnes,1,4.5,4.5,Tarjeta crédito,False,0.6931471805599453
39,2023-08-18,Pasta de Tomate,Enlatados,7,0.75,5.25,Efectivo,False,2.0794415416798357
40,2023-09-01,Pasta de Tomate,Enlatados,1,0.75,0.75,Tarjeta débito,False,0.6931471805599453
42,2024-11-06,Pollo entero,Carnes,3,4.5,13.5,Tarjeta crédito,False,1.3862943611198906
44,2024-07-12,Pasta de Tomate,Enlatados,1,0.75,0.75,Tarjeta crédito,False,0.6931471805599453
45,2024-03-04,Pollo entero,Carnes,1,4.5,4.5,Efectivo,False,0.6931471805599453
48,2023-09-16,Papas precocinadas,Congelados,4,2.3,9.2,Efectivo,False,1.6094379124341003
49,2023-12-19,Jamón de pavo,Embutidos,2,3.2,6.4,Efectivo,False,1.0986122886681098
50,2023-07-07,Papas precocinadas,Congelados,1,2.3,2.3,Efectivo,False,0.6931471805599453
51,2024-04-01,Pasta de Tomate,Enlatados,3,0.75,2.25,Efectivo,False,1.3862943611198906
52,2023-04-22,Papas precocinadas,Congelados,1,2.3,2.3,Efectivo,False,0.6931471805599453
53,2024-10-14,Leche entera,Lácteos,4,1.2,4.8,Efectivo,False,1.6094379124341003
55,2023-06-23,Yogurt natural,Lácteos,3,0.9,2.7,Tarjeta débito,False,1.3862943611198906
56,2024-03-08,Bolsas plásticas,Descartables,8,0.1,0.8,Efectivo,False,2.1972245773362196
57,2023-09-30,Pollo entero,Carnes,2,4.5,9.0,Tarjeta débito,False,1.0986122886681098
58,2024-06-14,Bolsas plásticas,Descartables,9,0.1,0.9,Tarjeta débito,False,2.302585092994046
59,2024-08-06,Refresco 2L,Bebidas,2,1.1,2.2,Tarjeta crédito,False,1.0986122886681098
60,2023-10-14,Yogurt natural,Lácteos,2,0.9,1.8,Transferencia,False,1.0986122886681098
61,2023-07-26,Bolsas plásticas,Descartables,17,0.1,1.7,Tarjeta débito,False,2.8903717578961645
62,2024-10-01,Pollo entero,Carnes,1,4.5,4.5,Tarjeta crédito,False,0.6931471805599453
63,2024-01-23,Papas precocinadas,Congelados,1,2.3,2.3,Tarjeta débito,False,0.6931471805599453
64,2023-11-18,Bolsas plásticas,Descartables,16,0.1,1.6,Efectivo,False,2.833213344056216
66,2024-08-01,Refresco 2L,Bebidas,1,1.1,1.1,Tarjeta débito,False,0.6931471805599453
67,2023-09-06,Pasta de Tomate,Enlatados,1,0.75,0.75,Transferencia,False,0.6931471805599453
68,2024-05-28,Papas precocinadas,Congelados,6,2.3,13.8,Efectivo,False,1.9459101490553132
69,2023-07-06,Bolsas plásticas,Descartables,10,0.1,1.0,Tarjeta crédito,False,2.3978952727983707
70,2023-01-05,Papas precocinadas,Congelados,1,2.3,2.3,Tarjeta crédito,False,0.6931471805599453
71,2024-09-09,Refresco 2L,Bebidas,7,1.1,7.7,Efectivo,False,2.0794415416798357
73,2023-06-09,Jamón de pavo,Embutidos,2,3.2,6.4,Efectivo,False,1.0986122886681098
78,2024-10-16,Leche entera,Lácteos,1,1.2,1.2,Efectivo,False,0.6931471805599453
79,2023-09-27,Yogurt natural,Lácteos,5,0.9,4.5,Efectivo,False,1.791759469228055
80,2024-05-23,Jamón de pavo,Embutidos,1,3.2,3.2,QR,False,0.6931471805599453
81,2023-03-18,Yogurt natural,Lácteos,1,0.9,0.9,Tarjeta crédito,False,0.6931471805599453
82,2024-04-30,Refresco 2L,Bebidas,4,1.1,4.4,Tarjeta crédito,False,1.6094379124341003
84,2024-01-31,Refresco 2L,Bebidas,1,1.1,1.1,Efectivo,False,0.6931471805599453
85,2023-03-15,Pasta de Tomate,Enlatados,2,0.75,1.5,Efectivo,False,1.0986122886681098
86,2023-05-08,Bolsas plásticas,Descartables,9,0.1,0.9,Efectivo,False,2.302585092994046
87,2023-11-21,Leche entera,Lácteos,3,1.2,3.6,Efectivo,False,1.3862943611198906
88,2024-05-15,Jamón de pavo,Embutidos,1,3.2,3.2,Efectivo,False,0.6931471805599453
89,2023-06-06,Yogurt natural,Lácteos,5,0.9,4.5,Tarjeta débito,False,1.791759469228055
90,2024-05-18,Leche entera,Lácteos,1,1.2,1.2,Transferencia,False,0.6931471805599453
91,2024-10-09,Refresco 2L,Bebidas,4,1.1,4.4,Tarjeta débito,False,1.6094379124341003
92,2023-05-18,Yogurt natural,Lácteos,9,0.9,8.1,Efectivo,True,2.302585092994046
93,2023-09-12,Helado familiar,Lácteos,3,4.0,12.0,Tarjeta débito,False,1.3862943611198906
94,2023-04-20,Refresco 2L,Bebidas,6,1.1,6.6,Efectivo,False,1.9459101490553132
96,2024-05-01,Refresco 2L,Bebidas,2,1.1,2.2,Efectivo,False,1.0986122886681098
97,2023-08-03,Bolsas plásticas,Descartables,12,0.1,1.2,Efectivo,False,2.5649493574615367
98,2024-07-24,Leche entera,Lácteos,3,1.2,3.6,Transferencia,False,1.3862943611198906
99,2023-06-17,Bolsas plásticas,Descartables,12,0.1,1.2,Tarjeta crédito,False,2.5649493574615367
100,2023-09-23,Papas precocinadas,Congelados,2,2.3,4.6,Transferencia,False,1.0986122886681098
101,2024-10-22,Bolsas plásticas,Descartables,12,0.1,1.2,QR,False,2.5649493574615367
103,2023-12-20,Refresco 2L,Bebidas,3,1.1,3.3,Tarjeta débito,False,1.3862943611198906
104,2024-06-19,Yogurt natural,Lácteos,8,0.9,7.2,Tarjeta débito,True,2.1972245773362196
105,2023-05-16,Pasta de Tomate,Enlatados,1,0.75,0.75,Tarjeta débito,False,0.6931471805599453
106,2024-06-27,Papas precocinadas,Congelados,2,2.3,4.6,Efectivo,False,1.0986122886681098
108,2024-02-19,Papas precocinadas,Congelados,6,2.3,13.8,Tarjeta débito,False,1.9459101490553132
109,2023-07-28,Leche entera,Lácteos,2,1.2,2.4,Tarjeta crédito,False,1.0986122886681098
110,2024-06-01,Leche entera,Lácteos,1,1.2,1.2,Transferencia,False,0.6931471805599453
112,2024-11-01,Papas precocinadas,Congelados,1,2.3,2.3,Efectivo,False,0.6931471805599453
113,2023-02-11,Helado familiar,Lácteos,1,4.0,4.0,Efectivo,False,0.6931471805599453
114,2023-04-14,Bolsas plásticas,Descartables,12,0.1,1.2,Transferencia,False,2.5649493574615367
115,2023-09-03,Leche entera,Lácteos,1,1.2,1.2,Efectivo,False,0.6931471805599453
116,2023-06-27,Bolsas plásticas,Descartables,15,0.1,1.5,Efectivo,False,2.772588722239781
117,2024-08-07,Refresco 2L,Bebidas,6,1.1,6.6,Efectivo,False,1.9459101490553132
118,2023-07-29,Leche entera,Lácteos,6,1.2,7.2,Efectivo,False,1.9459101490553132
120,2024-04-03,Bolsas plásticas,Descartables,9,0.1,0.9,Tarjeta débito,False,2.302585092994046
122,2024-11-28,Bolsas plásticas,Descartables,8,0.1,0.8,Tarjeta débito,False,2.1972245773362196
123,2023-04-25,Jamón de pavo,Embutidos,1,3.2,3.2,Efectivo,False,0.6931471805599453
124,2024-10-06,Papas precocinadas,Congelados,5,2.3,11.5,Efectivo,False,1.791759469228055
125,2024-09-24,Carne molida,Carnes,1,5.8,5.8,Transferencia,False,0.6931471805599453
126,2024-01-05,Papas precocinadas,Congelados,1,2.3,2.3,Tarjeta débito,False,0.6931471805599453
127,2024-03-05,Leche entera,Lácteos,1,1.2,1.2,Tarjeta débito,False,0.6931471805599453
128,2024-10-16,Papas precocinadas,Congelados,2,2.3,4.6,Tarjeta débito,False,1.0986122886681098
129,2023-04-27,Bolsas plásticas,Descartables,3,0.1,0.3,Tarjeta crédito,False,1.3862943611198906
130,2024-03-18,Pollo entero,Carnes,2,4.5,9.0,Tarjeta débito,False,1.0986122886681098
131,2023-04-17,Pollo entero,Carnes,2,4.5,9.0,Tarjeta débito,False,1.0986122886681098
132,2024-01-06,Pollo entero,Carnes,1,4.5,4.5,Tarjeta débito,False,0.6931471805599453
133,2024-04-03,Refresco 2L,Bebidas,1,1.1,1.1,Tarjeta débito,False,0.6931471805599453
134,2023-09-16,Pollo entero,Carnes,1,4.5,4.5,Tarjeta débito,False,0.6931471805599453
137,2024-03-01,Jamón de pavo,Embutidos,1,3.2,3.2,Tarjeta crédito,False,0.6931471805599453
138,2024-03-14,Bolsas plásticas,Descartables,13,0.1,1.3,QR,False,2.6390573296152584
139,2024-06-08,Papas precocinadas,Congelados,2,2.3,4.6,QR,False,1.0986122886681098
141,2024-02-04,Yogurt natural,Lácteos,1,0.9,0.9,Efectivo,False,0.6931471805599453
142,2023-10-30,Refresco 2L,Bebidas,3,1.1,3.3,Efectivo,False,1.3862943611198906
143,2023-05-17,Pollo entero,Carnes,1,4.5,4.5,Tarjeta débito,False,0.6931471805599453
144,2023-11-11,Jamón de pavo,Embutidos,1,3.2,3.2,Tarjeta crédito,False,0.6931471805599453
146,2024-07-02,Jamón de pavo,Embutidos,4,3.2,12.8,Tarjeta crédito,True,1.6094379124341003
147,2024-07-29,Pollo entero,Carnes,1,4.5,4.5,Transferencia,False,0.6931471805599453
148,2023-07-27,Pasta de Tomate,Enlatados,2,0.75,1.5,Tarjeta crédito,False,1.0986122886681098
149,2023-11-17,Bolsas plásticas,Descartables,15,0.1,1.5,Efectivo,False,2.772588722239781
150,2023-11-18,Bolsas plásticas,Descartables,9,0.1,0.9,Tarjeta débito,False,2.302585092994046
151,2024-11-14,Refresco 2L,Bebidas,4,1.1,4.4,Transferencia,False,1.6094379124341003
152,2023-12-09,Pasta de Tomate,Enlatados,5,0.75,3.75,Tarjeta crédito,False,1.791759469228055
153,2024-11-22,Refresco 2L,Bebidas,3,1.1,3.3,Transferencia,False,1.3862943611198906
154,2024-09-28,Papas precocinadas,Congelados,2,2.3,4.6,QR,False,1.0986122886681098
155,2024-11-02,Yogurt natural,Lácteos,5,0.9,4.5,Efectivo,False,1.791759469228055
157,2024-04-30,Papas precocinadas,Congelados,2,2.3,4.6,Efectivo,False,1.0986122886681098
158,2023-08-29,Pollo entero,Carnes,1,4.5,4.5,Tarjeta débito,False,0.6931471805599453
159,2024-12-03,Yogurt natural,Lácteos,1,0.9,0.9,Efectivo,False,0.6931471805599453
161,2023-06-04,Leche entera,Lácteos,3,1.2,3.6,Tarjeta débito,False,1.3862943611198906
163,2023-11-03,Bolsas plásticas,Descartables,4,0.1,0.4,Transferencia,False,1.6094379124341003
164,2024-03-02,Pasta de Tomate,Enlatados,3,0.75,2.25,Tarjeta crédito,False,1.3862943611198906
165,2023-05-27,Jamón de pavo,Embutidos,1,3.2,3.2,Efectivo,False,0.6931471805599453
166,2024-08-16,Refresco 2L,Bebidas,10,1.1,11.0,Efectivo,False,2.3978952727983707
167,2024-03-08,Leche entera,Lácteos,4,1.2,4.8,Tarjeta débito,False,1.6094379124341003
168,2024-06-29,Pasta de Tomate,Enlatados,2,0.75,1.5,Tarjeta crédito,False,1.0986122886681098
170,2023-10-04,Leche entera,Lácteos,1,1.2,1.2,Transferencia,False,0.6931471805599453
171,2023-12-04,Refresco 2L,Bebidas,1,1.1,1.1,Transferencia,False,0.6931471805599453
173,2024-08-24,Bolsas plásticas,Descartables,7,0.1,0.7,Tarjeta crédito,False,2.0794415416798357
175,2024-08-20,Papas precocinadas,Congelados,1,2.3,2.3,Tarjeta débito,False,0.6931471805599453
176,2024-12-06,Yogurt natural,Lácteos,2,0.9,1.8,Transferencia,False,1.0986122886681098
177,2024-11-14,Refresco 2L,Bebidas,2,1.1,2.2,Tarjeta crédito,False,1.0986122886681098
179,2024-05-15,Pasta de Tomate,Enlatados,2,0.75,1.5,Tarjeta débito,False,1.0986122886681098
180,2024-05-07,Pasta de Tomate,Enlatados,6,0.75,4.5,Tarjeta débito,False,1.9459101490553132
181,2024-01-18,Carne molida,Carnes,1,5.8,5.8,Efectivo,False,0.6931471805599453
183,2024-09-30,Bolsas plásticas,Descartables,9,0.1,0.9,Tarjeta crédito,False,2.302585092994046
185,2024-07-13,Bolsas plásticas,Descartables,12,0.1,1.2,QR,False,2.5649493574615367
186,2023-05-31,Refresco 2L,Bebidas,4,1.1,4.4,Tarjeta débito,False,1.6094379124341003
187,2024-07-03,Helado familiar,Lácteos,1,4.0,4.0,Tarjeta débito,False,0.6931471805599453
188,2023-09-03,Helado familiar,Lácteos,1,4.0,4.0,Tarjeta débito,False,0.6931471805599453
189,2024-07-17,Bolsas plásticas,Descartables,11,0.1,1.1,Efectivo,False,2.4849066497880004
190,2024-11-13,Leche entera,Lácteos,1,1.2,1.2,Transferencia,False,0.6931471805599453
192,2024-02-21,Pollo entero,Carnes,4,4.5,18.0,Tarjeta crédito,True,1.6094379124341003
193,2023-04-09,Yogurt natural,Lácteos,5,0.9,4.5,Tarjeta crédito,False,1.791759469228055
194,2024-02-26,Refresco 2L,Bebidas,4,1.1,4.4,Efectivo,False,1.6094379124341003
195,2024-02-10,Pollo entero,Carnes,1,4.5,4.5,Tarjeta débito,False,0.6931471805599453
196,2024-05-06,Refresco 2L,Bebidas,3,1.1,3.3,Tarjeta crédito,False,1.3862943611198906
197,2024-06-11,Refresco 2L,Bebidas,6,1.1,6.6,Tarjeta crédito,False,1.9459101490553132
199,2024-06-17,Yogurt natural,Lácteos,3,0.9,2.7,Efectivo,False,1.3862943611198906
200,2023-05-08,Leche entera,Lácteos,1,1.2,1.2,Tarjeta débito,False,0.6931471805599453
201,2023-10-07,Papas precocinadas,Congelados,1,2.3,2.3,Efectivo,False,0.6931471805599453
202,2024-04-23,Papas precocinadas,Congelados,1,2.3,2.3,QR,False,0.6931471805599453
204,2023-07-15,Pasta de Tomate,Enlatados,4,0.75,3.0,Efectivo,False,1.6094379124341003
206,2023-11-30,Pollo entero,Carnes,1,4.5,4.5,QR,False,0.6931471805599453
207,2023-04-29,Bolsas plásticas,Descartables,7,0.1,0.7,Tarjeta débito,False,2.0794415416798357
208,2024-04-17,Refresco 2L,Bebidas,3,1.1,3.3,Efectivo,False,1.3862943611198906
209,2024-11-16,Yogurt natural,Lácteos,1,0.9,0.9,Tarjeta crédito,False,0.6931471805599453
210,2024-09-07,Refresco 2L,Bebidas,3,1.1,3.3,Tarjeta débito,False,1.3862943611198906
211,2023-11-18,Yogurt natural,Lácteos,2,0.9,1.8,Tarjeta crédito,False,1.0986122886681098
212,2024-06-09,Leche entera,Lácteos,1,1.2,1.2,Tarjeta crédito,False,0.6931471805599453
213,2024-05-11,Leche entera,Lácteos,1,1.2,1.2,Tarjeta débito,False,0.6931471805599453
214,2023-12-23,Refresco 2L,Bebidas,6,1.1,6.6,Tarjeta débito,False,1.9459101490553132
215,2023-07-27,Jamón de pavo,Embutidos,4,3.2,12.8,Efectivo,True,1.6094379124341003
216,2023-05-12,Jamón de pavo,Embutidos,2,3.2,6.4,Tarjeta débito,False,1.0986122886681098
217,2023-09-25,Bolsas plásticas,Descartables,5,0.1,0.5,Tarjeta débito,False,1.791759469228055
218,2023-03-31,Bolsas plásticas,Descartables,6,0.1,0.6,Efectivo,False,1.9459101490553132
219,2024-02-13,Jamón de pavo,Embutidos,2,3.2,6.4,Efectivo,False,1.0986122886681098
220,2023-05-04,Pasta de Tomate,Enlatados,4,0.75,3.0,Tarjeta débito,False,1.6094379124341003
221,2023-08-05,Helado familiar,Lácteos,1,4.0,4.0,Efectivo,False,0.6931471805599453
222,2024-06-09,Refresco 2L,Bebidas,2,1.1,2.2,Tarjeta débito,False,1.0986122886681098
223,2024-07-19,Bolsas plásticas,Descartables,14,0.1,1.4,Tarjeta crédito,False,2.70805020110221
224,2024-02-22,Papas precocinadas,Congelados,1,2.3,2.3,Tarjeta crédito,False,0.6931471805599453
226,2024-09-16,Leche entera,Lácteos,1,1.2,1.2,Tarjeta débito,False,0.6931471805599453
227,2023-09-04,Refresco 2L,Bebidas,6,1.1,6.6,Tarjeta débito,False,1.9459101490553132
228,2024-05-29,Leche entera,Lácteos,4,1.2,4.8,Tarjeta crédito,False,1.6094379124341003
230,2024-04-04,Papas precocinadas,Congelados,3,2.3,6.9,Transferencia,False,1.3862943611198906
231,2024-07-22,Yogurt natural,Lácteos,6,0.9,5.4,Transferencia,False,1.9459101490553132
232,2024-05-02,Leche entera,Lácteos,2,1.2,2.4,Tarjeta crédito,False,1.0986122886681098
233,2024-04-20,Leche entera,Lácteos,1,1.2,1.2,Efectivo,False,0.6931471805599453
237,2024-08-04,Pollo entero,Carnes,1,4.5,4.5,Transferencia,False,0.6931471805599453
239,2024-06-21,Leche entera,Lácteos,2,1.2,2.4,Tarjeta crédito,False,1.0986122886681098
240,2024-11-09,Yogurt natural,Lácteos,1,0.9,0.9,Transferencia,False,0.6931471805599453
241,2023-11-18,Jamón de pavo,Embutidos,2,3.2,6.4,Tarjeta crédito,False,1.0986122886681098
242,2023-06-09,Leche entera,Lácteos,1,1.2,1.2,Efectivo,False,0.6931471805599453
245,2024-07-10,Helado familiar,Lácteos,3,4.0,12.0,Efectivo,False,1.3862943611198906
246,2023-07-15,Carne molida,Carnes,1,5.8,5.8,Efectivo,False,0.6931471805599453
247,2023-08-25,Refresco 2L,Bebidas,5,1.1,5.5,Tarjeta crédito,False,1.791759469228055
248,2023-04-21,Yogurt natural,Lácteos,2,0.9,1.8,QR,False,1.0986122886681098
249,2024-01-02,Pasta de Tomate,Enlatados,1,0.75,0.75,Tarjeta débito,False,0.6931471805599453
250,2024-10-07,Carne molida,Carnes,1,5.8,5.8,Efectivo,False,0.6931471805599453
252,2023-09-15,Pollo entero,Carnes,1,4.5,4.5,Tarjeta débito,False,0.6931471805599453
253,2023-11-23,Pollo entero,Carnes,1,4.5,4.5,QR,False,0.6931471805599453
256,2023-03-11,Leche entera,Lácteos,3,1.2,3.6,Tarjeta crédito,False,1.3862943611198906
257,2024-08-26,Leche entera,Lácteos,3,1.2,3.6,QR,False,1.3862943611198906
258,2023-09-29,Refresco 2L,Bebidas,3,1.1,3.3,Efectivo,False,1.3862943611198906
259,2023-10-11,Papas precocinadas,Congelados,4,2.3,9.2,Efectivo,False,1.6094379124341003
260,2024-02-16,Papas precocinadas,Congelados,4,2.3,9.2,Transferencia,False,1.6094379124341003
262,2023-03-29,Refresco 2L,Bebidas,2,1.1,2.2,Efectivo,False,1.0986122886681098
263,2023-08-19,Helado familiar,Lácteos,1,4.0,4.0,Efectivo,False,0.6931471805599453
264,2024-06-02,Refresco 2L,Bebidas,1,1.1,1.1,Tarjeta débito,False,0.6931471805599453
266,2023-02-06,Leche entera,Lácteos,1,1.2,1.2,Tarjeta débito,False,0.6931471805599453
267,2024-12-10,Papas precocinadas,Congelados,2,2.3,4.6,Tarjeta débito,False,1.0986122886681098
270,2024-10-08,Refresco 2L,Bebidas,5,1.1,5.5,Efectivo,False,1.791759469228055
271,2024-07-27,Papas precocinadas,Congelados,1,2.3,2.3,Tarjeta débito,False,0.6931471805599453
272,2024-10-02,Leche entera,Lácteos,2,1.2,2.4,Efectivo,False,1.0986122886681098
273,2023-03-17,Leche entera,Lácteos,1,1.2,1.2,QR,False,0.6931471805599453
274,2023-07-24,Pollo entero,Carnes,2,4.5,9.0,Tarjeta débito,False,1.0986122886681098
275,2023-01-04,Papas precocinadas,Congelados,1,2.3,2.3,Efectivo,False,0.6931471805599453
276,2023-10-20,Leche entera,Lácteos,1,1.2,1.2,Tarjeta débito,False,0.6931471805599453
277,2024-11-11,Bolsas plásticas,Descartables,16,0.1,1.6,Transferencia,False,2.833213344056216
278,2024-01-24,Papas precocinadas,Congelados,3,2.3,6.9,Tarjeta débito,False,1.3862943611198906
279,2024-11-06,Bolsas plásticas,Descartables,6,0.1,0.6,Tarjeta débito,False,1.9459101490553132
280,2024-06-15,Pollo entero,Carnes,1,4.5,4.5,Tarjeta débito,False,0.6931471805599453
281,2023-12-21,Leche entera,Lácteos,6,1.2,7.2,Tarjeta crédito,False,1.9459101490553132
282,2023-07-27,Bolsas plásticas,Descartables,12,0.1,1.2,QR,False,2.5649493574615367
284,2023-12-29,Yogurt natural,Lácteos,7,0.9,6.3,Transferencia,True,2.0794415416798357
285,2023-05-20,Refresco 2L,Bebidas,3,1.1,3.3,Tarjeta débito,False,1.3862943611198906
286,2023-08-05,Pasta de Tomate,Enlatados,1,0.75,0.75,Tarjeta débito,False,0.6931471805599453
287,2024-02-16,Papas precocinadas,Congelados,3,2.3,6.9,Transferencia,False,1.3862943611198906
288,2024-05-08,Bolsas plásticas,Descartables,8,0.1,0.8,QR,False,2.1972245773362196
289,2024-05-27,Leche entera,Lácteos,5,1.2,6.0,Tarjeta crédito,False,1.791759469228055
291,2024-09-28,Pollo entero,Carnes,1,4.5,4.5,Tarjeta débito,False,0.6931471805599453
293,2024-02-23,Refresco 2L,Bebidas,5,1.1,5.5,Efectivo,False,1.791759469228055
294,2024-05-11,Pasta de Tomate,Enlatados,3,0.75,2.25,Tarjeta débito,False,1.3862943611198906
295,2024-08-30,Yogurt natural,Lácteos,1,0.9,0.9,Efectivo,False,0.6931471805599453
296,2024-03-16,Leche entera,Lácteos,3,1.2,3.6,Tarjeta crédito,False,1.3862943611198906
297,2024-09-20,Helado familiar,Lácteos,3,4.0,12.0,Transferencia,False,1.3862943611198906
298,2024-01-06,Leche entera,Lácteos,1,1.2,1.2,Tarjeta débito,False,0.6931471805599453
299,2024-08-31,Refresco 2L,Bebidas,3,1.1,3.3,Efectivo,False,1.3862943611198906
300,2024-11-01,Leche entera,Lácteos,1,1.2,1.2,Tarjeta crédito,False,0.6931471805599453
301,2023-02-09,Leche entera,Lácteos,2,1.2,2.4,Tarjeta débito,False,1.0986122886681098
302,2024-01-18,Helado familiar,Lácteos,1,4.0,4.0,Tarjeta débito,False,0.6931471805599453
303,2023-10-16,Helado familiar,Lácteos,1,4.0,4.0,Efectivo,False,0.6931471805599453
304,2024-09-03,Bolsas plásticas,Descartables,10,0.1,1.0,Transferencia,False,2.3978952727983707
305,2024-01-27,Helado familiar,Lácteos,3,4.0,12.0,Tarjeta débito,False,1.3862943611198906
306,2024-07-25,Carne molida,Carnes,2,5.8,11.6,Efectivo,False,1.0986122886681098
307,2024-04-03,Yogurt natural,Lácteos,1,0.9,0.9,QR,False,0.6931471805599453
308,2023-08-16,Pollo entero,Carnes,1,4.5,4.5,Tarjeta débito,False,0.6931471805599453
309,2023-04-20,Refresco 2L,Bebidas,2,1.1,2.2,Tarjeta crédito,False,1.0986122886681098
310,2024-09-01,Yogurt natural,Lácteos,1,0.9,0.9,Tarjeta débito,False,0.6931471805599453
311,2023-04-14,Pasta de Tomate,Enlatados,8,0.75,6.0,Tarjeta crédito,False,2.1972245773362196
312,2023-12-12,Bolsas plásticas,Descartables,16,0.1,1.6,Tarjeta crédito,False,2.833213344056216
315,2023-08-22,Papas precocinadas,Congelados,2,2.3,4.6,Efectivo,False,1.0986122886681098
316,2024-10-14,Bolsas plásticas,Descartables,5,0.1,0.5,Tarjeta débito,False,1.791759469228055
317,2024-09-21,Bolsas plásticas,Descartables,11,0.1,1.1,Tarjeta débito,False,2.4849066497880004
318,2024-05-10,Carne molida,Carnes,1,5.8,5.8,Tarjeta débito,False,0.6931471805599453
319,2023-03-07,Helado familiar,Lácteos,2,4.0,8.0,QR,False,1.0986122886681098
320,2024-07-05,Bolsas plásticas,Descartables,4,0.1,0.4,Efectivo,False,1.6094379124341003
321,2023-11-23,Papas precocinadas,Congelados,3,2.3,6.9,Tarjeta débito,False,1.3862943611198906
322,2023-05-13,Pasta de Tomate,Enlatados,1,0.75,0.75,Efectivo,False,0.6931471805599453
323,2024-07-15,Leche entera,Lácteos,2,1.2,2.4,Efectivo,False,1.0986122886681098
324,2024-01-27,Pasta de Tomate,Enlatados,2,0.75,1.5,Efectivo,False,1.0986122886681098
325,2024-12-11,Carne molida,Carnes,1,5.8,5.8,Tarjeta débito,False,0.6931471805599453
326,2023-03-08,Refresco 2L,Bebidas,3,1.1,3.3,Tarjeta crédito,False,1.3862943611198906
328,2023-06-19,Bolsas plásticas,Descartables,6,0.1,0.6,Efectivo,False,1.9459101490553132
329,2023-03-30,Pasta de Tomate,Enlatados,1,0.75,0.75,Efectivo,False,0.6931471805599453
330,2024-05-21,Bolsas plásticas,Descartables,15,0.1,1.5,Transferencia,False,2.772588722239781
331,2023-03-30,Bolsas plásticas,Descartables,3,0.1,0.3,Efectivo,False,1.3862943611198906
332,2023-04-29,Papas precocinadas,Congelados,1,2.3,2.3,Tarjeta crédito,False,0.6931471805599453
333,2023-09-22,Pasta de Tomate,Enlatados,2,0.75,1.5,Tarjeta crédito,False,1.0986122886681098
335,2023-12-06,Pollo entero,Carnes,2,4.5,9.0,Tarjeta crédito,False,1.0986122886681098
336,2023-05-17,Refresco 2L,Bebidas,1,1.1,1.1,Tarjeta débito,False,0.6931471805599453
